Number,Gender,NameSet,GivenName,MiddleInitial,StreetAddress,City,StateFull,ZipCode,CountryFull,EmailAddress,TelephoneNumber,CCNumber,CCExpires,CVV2,NationalID
22930,female,French,Allyriane,T,"66 cours Jean Jaures",BORDEAUX,Aquitaine,33300,France,AllyrianePaulet@armyspy.com,05.08.34.96.82,5151726961455058,11/2027,422,"2940688012370 44"
22931,male,French,Quincy,P,"7 avenue Jules Ferry",SIX-FOURS-LES-PLAGES,"Provence-Alpes-Côte d'Azur",83140,France,QuincyRouthier@jourrapide.com,04.36.81.78.91,5174027148434055,2/2025,640,"1790653724390 85"
22932,female,French,Millicent,A,"96 rue du Faubourg National",TAVERNY,Île-de-France,95150,France,MillicentJosseaume@gustr.com,01.63.22.46.63,4485021185441328,11/2027,713,"257042B432199 16"
22933,female,French,Trinette,A,"44 rue Descartes",STRASBOURG,Alsace,67000,France,TrinetteBerger@teleworm.us,03.08.16.53.29,5117840705933404,6/2026,106,"2950932053447 54"
22934,female,French,Raina,G,"25 rue Ernest Renan",CHOISY-LE-ROI,Île-de-France,94600,France,RainaViens@rhyta.com,01.42.18.41.92,5482697788893443,6/2025,432,"2611005209979 66"
22935,male,French,Melville,N,"57 rue du Clair Bocage","LA VALETTE-DU-VAR","Provence-Alpes-Côte d'Azur",83160,France,MelvilleVincent@gustr.com,04.11.54.39.38,5256667854925225,11/2027,336,"1590610983160 21"
22936,male,French,Verney,A,"83 route de Lyon",JOUÉ-LÈS-TOURS,Centre,37300,France,VerneyGuertin@dayrep.com,02.84.61.67.56,5517651881571736,12/2025,667,"1010382112612 68"
22937,male,French,D'Arcy,L,"12 rue Adolphe Wurtz","LE PETIT-QUEVILLY",Haute-Normandie,76140,France,DArcyLHeureux@teleworm.us,02.19.43.50.68,5387561323289796,4/2024,606,"1661082477769 50"
22938,male,French,Manville,F,"54 boulevard Bryas",COURBEVOIE,Île-de-France,92400,France,ManvilleLegault@jourrapide.com,01.74.79.50.31,4929288791872758,6/2024,057,"1920956670779 64"
22939,female,French,Blondelle,K,"47 rue des Lacs",HÉROUVILLE-SAINT-CLAIR,Basse-Normandie,14200,France,BlondelleLacharite@superrito.com,02.20.41.72.46,4916624646181422,7/2023,631,"2830345624289 04"
22940,female,French,Natalie,B,"32 Rue de la Pompe",MANTES-LA-JOLIE,Île-de-France,78200,France,NataliePitre@armyspy.com,01.53.57.17.09,4532983368479297,5/2024,470,"2810766284046 51"
22941,female,French,Josephe,Y,"93 Rue du Limas",BEAUNE,Bourgogne,21200,France,JosepheGuilmette@superrito.com,03.47.96.90.35,5298239197901691,7/2025,140,"2890998183993 37"
22942,female,French,Yseult,A,"20 avenue Ferdinand de Lesseps",GRANDE-SYNTHE,Nord-Pas-de-Calais,59760,France,YseultRouthier@fleckens.hu,02.50.17.44.31,4485493184172503,10/2023,609,"2920156552316 09"
22943,male,French,Zacharie,C,"23 rue Léon Dierx",LIVRY-GARGAN,Île-de-France,93190,France,ZacharieJodoin@fleckens.hu,01.46.66.65.22,5469328937153243,4/2026,095,"1750416008788 20"
22944,male,French,Roch,B,"51 boulevard Aristide Briand","LE GRAND-QUEVILLY",Haute-Normandie,76120,France,RochCorbin@dayrep.com,02.74.91.53.92,5302811862919275,7/2025,326,"1551151134146 36"
22945,male,French,Archaimbau,H,"17 Chemin Challet",LIMOGES,Limousin,87100,France,ArchaimbauQuinn@fleckens.hu,05.56.63.59.36,4716321354764166,5/2027,702,"1401277063608 07"
22946,female,French,Faye,M,"54 Avenue Millies Lacroix",ÉCHIROLLES,Rhône-Alpes,38130,France,FayeGauvin@teleworm.us,04.81.78.34.62,4716333602827240,8/2027,947,"2420834215802 82"
22947,male,French,Fabien,A,"30 rue Ernest Renan",CHOISY-LE-ROI,Île-de-France,94600,France,FabienFrappier@dayrep.com,01.82.39.37.61,5584671700062111,4/2024,255,"1780323431071 14"
22948,female,French,Zurie,B,"95 Avenue Millies Lacroix",ÉCHIROLLES,Rhône-Alpes,38130,France,ZurieForest@einrot.com,04.80.26.17.33,4929441593368257,4/2026,046,"2440264130428 62"
22949,male,French,Donat,C,"56 rue Gustave Eiffel",RIS-ORANGIS,Île-de-France,91000,France,DonatLabossiere@teleworm.us,01.19.62.66.93,5186685380450281,3/2024,927,"1421227141009 03"
22950,female,French,Élise,V,"67 Avenue des Pr'es",MONTIGNY-LÈS-METZ,Lorraine,57158,France,EliseQuinn@armyspy.com,03.03.15.28.81,4532119045106553,5/2027,689,"2740763828313 87"
22951,female,French,Allyriane,E,"99 rue Lenotre",RENNES,Bretagne,35700,France,AllyrianeBosse@fleckens.hu,02.10.48.18.84,5224586574612344,9/2027,910,"2710218753685 46"
22952,female,French,Stéphanie,M,"22 rue du Paillle en queue",LEVALLOIS-PERRET,Île-de-France,92300,France,StephanieCaisse@einrot.com,01.86.18.47.73,4539896310166197,4/2023,711,"2700594166989 71"
22953,male,French,Guillaume,R,"61 rue Jean Vilar",BELFORT,Franche-Comté,90000,France,GuillaumeVilleneuve@rhyta.com,03.28.93.73.59,5446608183854554,12/2026,861,"1580757493869 04"
22954,female,French,Sibyla,A,"48 avenue de Provence",VALLAURIS,"Provence-Alpes-Côte d'Azur",06220,France,SibylaSenneville@dayrep.com,04.40.04.19.70,5565165641265381,7/2026,996,"2990115395914 35"
22955,female,French,Amélie,F,"15 Avenue des Pr'es",MONTPELLIER,Languedoc-Roussillon,34000,France,AmelieMousseau@cuvox.de,04.35.77.57.47,4556457458417872,11/2027,985,"2670173539584 24"
22956,male,French,Louis,É,"16 Chemin Des Bateliers",ANGERS,"Pays de la Loire",49100,France,LouisBoule@fleckens.hu,02.29.53.80.53,5415101558677211,11/2026,642,"1381031042175 50"
22957,male,French,Satordi,V,"24 rue Banaudon",LYON,Rhône-Alpes,69005,France,SatordiMouet@jourrapide.com,04.51.66.79.95,5125840768106252,7/2023,922,"1401053088090 03"
22958,female,French,Daisi,G,"44 Chemin Des Bateliers",ANGOULÊME,Poitou-Charentes,16000,France,DaisiAuthier@superrito.com,05.57.82.66.44,5474081526088618,3/2025,393,"2780925649498 23"
22959,male,French,Leroy,G,"62 Avenue des Tuileries",GUYANCOURT,Île-de-France,78280,France,LeroyThibault@rhyta.com,01.15.57.73.15,4929405252164075,5/2026,079,"1830997056650 02"
22960,female,French,Charmaine,F,"69 rue de Geneve",AMIENS,Picardie,80090,France,CharmaineVoisine@superrito.com,03.44.97.85.40,4916445899162053,9/2025,543,"2620334657228 13"
22961,female,French,Morgana,V,"86 boulevard d'Alsace",VAULX-EN-VELIN,Rhône-Alpes,69120,France,MorganaBelisle@jourrapide.com,04.80.30.04.45,4485974059375735,3/2026,037,"2441066519915 07"
22962,female,French,Marthe,A,"82 rue La Boétie",PARIS,Île-de-France,75015,France,MartheGoulet@fleckens.hu,01.38.96.41.71,5440316174960911,3/2027,184,"2560275695929 59"
22963,female,French,Anouk,C,"55 place Stanislas",NANTES,"Pays de la Loire",44100,France,AnoukQuenneville@einrot.com,02.19.11.24.27,4556738298830691,5/2027,193,"2441072744923 71"
22964,female,French,Agate,S,"49 Rue Frédéric Chopin",VESOUL,Franche-Comté,70000,France,AgateSoucy@gustr.com,03.69.29.66.74,5178816833491958,11/2024,146,"2540678197613 70"
22965,male,French,Royden,R,"33 rue Marie de Médicis",BLAGNAC,Midi-Pyrénées,31700,France,RoydenBarrette@teleworm.us,05.04.01.30.27,5479575078857622,11/2027,744,"1441093623207 20"
22966,female,French,Charlotte,R,"45 Rue Bonnet",WATTRELOS,Nord-Pas-de-Calais,59150,France,CharlotteSouplet@gustr.com,03.47.58.55.80,5370685458029344,7/2023,727,"2441022647943 43"
22967,female,French,Holly,R,"18 avenue de l'Amandier",BLOIS,Centre,41000,France,HollyDesnoyer@teleworm.us,02.01.85.40.28,5446129615323688,4/2024,126,"2961058044017 19"
22968,male,French,Cheney,L,"43 rue Lenotre",RENNES,Bretagne,35000,France,CheneyBedard@einrot.com,02.23.14.68.37,5345785867526427,8/2025,702,"1470346883717 92"
22969,male,French,Laurent,F,"45 rue Victor Hugo",CORBEIL-ESSONNES,Île-de-France,91100,France,LaurentBriard@rhyta.com,01.97.39.95.75,5289162744602037,10/2026,840,"1371070032234 63"
22970,female,French,Patience,L,"5 route de Lyon",JOUÉ-LÈS-TOURS,Centre,37300,France,PatienceFongemie@gustr.com,02.35.38.17.21,4485069132165656,9/2026,132,"2900964072693 74"
22971,female,French,Chantal,F,"4 place de Miremont",VILLEPINTE,Île-de-France,93420,France,ChantalPhaneuf@armyspy.com,01.14.97.24.26,4532329883293757,2/2027,760,"2700476221959 85"
22972,female,French,Claire,A,"52 Boulevard de Normandie",FORT-DE-FRANCE,Martinique,97200,France,ClaireBenoit@gustr.com,05.89.16.63.58,5217143853224984,12/2025,550,"2850454203907 51"
22973,female,French,Inès,A,"13 avenue du Marechal Juin",SAINT-LOUIS,Guyane,97450,France,InesCinqMars@cuvox.de,02.04.37.22.83,5246574295215765,7/2024,550,"2840882138509 10"
22974,male,French,Gérard,B,"25 Avenue des Tuileries",GUÉRET,Limousin,23000,France,GerardGuibord@rhyta.com,05.45.94.03.63,5249373028247279,2/2027,522,"1570697903201 32"
22975,female,French,Paulette,A,"32 Rue du Palais",ÉPERNAY,Champagne-Ardenne,51200,France,PauletteLariviere@einrot.com,03.85.85.04.01,4556311790182894,4/2027,726,"2910889380582 02"
22976,female,French,Caroline,A,"87 rue Pierre Motte",SAINT-DIZIER,Champagne-Ardenne,52100,France,CarolineLaurent@rhyta.com,03.17.89.53.15,4929053900423343,4/2026,614,"2880625293740 29"
22977,male,French,Martin,M,"85 rue Bonneterie",MILLAU,Midi-Pyrénées,12100,France,MartinCousteau@superrito.com,05.19.29.06.33,4539391415571731,3/2027,943,"1470742589790 87"
22978,male,French,Fortun,C,"71 Rue de la Pompe",MANTES-LA-JOLIE,Île-de-France,78200,France,FortunLacasse@einrot.com,01.35.64.26.74,4532615995288861,3/2027,547,"1380358570992 12"
22979,female,French,Capucine,R,"60 rue Banaudon",LYON,Rhône-Alpes,69005,France,CapucineLoiseau@superrito.com,04.85.50.66.64,5387473150077882,5/2023,090,"2791241625657 54"
22980,female,French,Olympia,A,"12 rue du Général Ailleret","LES ABYMES",Guadeloupe,97139,France,OlympiaLaderoute@gustr.com,05.67.47.23.84,4485713531750168,7/2026,898,"2780805042796 29"
22981,female,French,Marjolaine,H,"36 rue Sébastopol",SAINTE-GENEVIÈVE-DES-BOIS,Île-de-France,91700,France,MarjolaineSt-Jacques@rhyta.com,01.96.86.87.12,4532549969606388,6/2026,162,"2371049456062 60"
22982,male,French,Étienne,J,"54 rue Charles Corbeau",FLEURY-LES-AUBRAIS,Centre,45400,France,EtienneGrignon@einrot.com,02.03.95.31.13,4539272959736551,5/2026,047,"1380956354837 07"
22983,male,French,William,A,"82 quai Saint-Nicolas",TOURCOING,Nord-Pas-de-Calais,59200,France,WilliamLabonte@jourrapide.com,03.95.57.50.60,5143089960992279,4/2025,298,"1751041107017 55"
22984,male,French,Burnell,V,"78 Rue Hubert de Lisle",LORMONT,Aquitaine,33310,France,BurnellLesperance@fleckens.hu,05.68.77.15.07,5162470392712558,1/2023,225,"1020977607782 71"
22985,male,French,Medoro,A,"81 avenue de Bouvines",SEDAN,Champagne-Ardenne,08200,France,MedoroBeaujolie@jourrapide.com,03.52.65.28.29,5194556437573039,7/2026,845,"1531040953148 93"
22986,female,French,Corinne,É,"23 avenue Ferdinand de Lesseps",GRANDE-SYNTHE,Nord-Pas-de-Calais,59760,France,CorinneBinet@armyspy.com,02.65.35.89.48,5335048255095543,12/2026,848,"2870939827897 61"
22987,female,French,Holly,M,"52 Rue Joseph Vernet",BAIE-MAHAULT,Guadeloupe,97122,France,HollyVadnais@armyspy.com,05.64.10.06.24,4556920150592102,9/2026,886,"2030438009241 26"
22988,male,French,Chapin,C,"47 rue Michel Ange","LE HAVRE",Haute-Normandie,76610,France,ChapinGrivois@cuvox.de,02.91.16.84.99,5203544027133611,11/2026,720,"1850571187081 91"
22989,female,French,Marie,A,"13 rue Léon Dierx",LISIEUX,Basse-Normandie,14100,France,MarieFaure@jourrapide.com,02.10.31.42.60,4556361983922044,11/2024,843,"2470460301139 64"
22990,male,French,Alphonse,É,"14 rue Gustave Eiffel",RIS-ORANGIS,Île-de-France,91000,France,AlphonseMeunier@cuvox.de,01.01.23.50.23,4716847756987781,9/2027,774,"1820219924289 34"
22991,female,French,Fleurette,C,"59 rue Jean Vilar",BEAUVAIS,Picardie,60000,France,FleuretteCamus@fleckens.hu,03.95.50.90.18,4532492494631201,12/2027,638,"2750372444831 63"
22992,female,French,Eloise,K,"42 Rue du Limas",BASTIA,Corse,20600,France,EloiseLaisne@gustr.com,04.99.93.86.86,4556490469391711,4/2025,323,"2521170143586 74"
22993,female,French,Amorette,B,"80 Chemin des Bateliers",ALBI,Midi-Pyrénées,81000,France,AmoretteCinq-Mars@gustr.com,05.69.72.01.39,4716711056366122,12/2027,945,"2420542300198 06"
22994,female,French,Joanna,M,"94 rue Bonneterie",MILLAU,Midi-Pyrénées,12100,France,JoannaLaberge@fleckens.hu,05.60.09.40.98,4716122297651951,2/2024,489,"2611059261552 94"
22995,female,French,Tilly,R,"62 rue du Faubourg National",THIAIS,Île-de-France,94320,France,TillyBerger@dayrep.com,01.34.31.11.98,5251646488543880,11/2023,505,"2720108278616 20"
22996,male,French,Thomas,N,"6 rue Goya","LE MANS","Pays de la Loire",72000,France,ThomasHarquin@gustr.com,02.10.12.83.71,4539242654888775,11/2027,362,"1780846373170 47"
22997,male,French,Perrin,R,"73 Rue Bonnet",VITROLLES,"Provence-Alpes-Côte d'Azur",13127,France,PerrinBellefeuille@fleckens.hu,04.51.91.03.47,5580568492466258,2/2024,979,"1880555330681 45"
22998,female,French,Charlotte,A,"32 rue de l'Epeule",ROUBAIX,Nord-Pas-de-Calais,59100,France,CharlotteAngelil@teleworm.us,03.11.24.08.11,5225824071385505,5/2027,406,"2561025248100 62"
22999,male,French,Prewitt,N,"97 avenue de Provence",VANDOEUVRE-LÈS-NANCY,Lorraine,54500,France,PrewittBrisebois@jourrapide.com,03.93.76.46.16,5291292303997316,2/2023,291,"1571085574565 32"
23000,female,French,Marie,M,"51 place de Miremont",VILLEPINTE,Île-de-France,93420,France,MarieDuTrieux@armyspy.com,01.33.77.07.44,4716907276554337,9/2023,705,"2590268181679 57"
23001,male,French,Christien,F,"95 Rue Roussy",ORANGE,"Provence-Alpes-Côte d'Azur",84100,France,ChristienDesroches@dayrep.com,04.84.04.78.34,4485426224678279,2/2025,367,"1721019263019 91"
23002,female,French,Brice,P,"3 Place du Jeu de Paume",VILLEJUIF,Île-de-France,94800,France,BriceCrete@armyspy.com,01.02.19.46.52,5397435493856742,5/2024,554,"2661212872132 21"
23003,female,French,Dorene,R,"14 Quai des Belges",MASSY,Île-de-France,91300,France,DoreneCouet@rhyta.com,01.26.72.19.06,5173882247609796,4/2025,356,"2400708891510 84"
23004,female,French,Avril,R,"26 avenue Ferdinand de Lesseps",GRASSE,"Provence-Alpes-Côte d'Azur",06130,France,AvrilDuLin@teleworm.us,04.03.49.96.87,4485943925259936,6/2024,393,"2980417744526 84"
23005,male,French,Arnaud,Z,"21 Rue Hubert de Lisle",LOOS,Nord-Pas-de-Calais,59120,France,ArnaudDescoteaux@dayrep.com,03.09.68.11.16,4539743940548438,3/2025,414,"1490764479697 72"
23006,female,French,Corinne,L,"82 Faubourg Saint Honoré",PARIS,Île-de-France,75018,France,CorinneBarjavel@gustr.com,01.38.64.81.49,4532575618676548,5/2023,798,"2420244725322 28"
23007,female,French,Durandana,D,"33 rue Clement Marot",PERPIGNAN,Languedoc-Roussillon,66100,France,DurandanaVernadeau@fleckens.hu,04.61.73.40.91,4485177731864403,3/2025,881,"2830859312133 07"
23008,male,French,Pomeroy,F,"67 Cours Marechal-Joffre",DENAIN,Nord-Pas-de-Calais,59220,France,PomeroySalmons@gustr.com,03.83.33.88.77,4916720280150481,7/2023,245,"1590192061508 13"
23009,male,French,Peppin,A,"51 Place Charles de Gaulle",VILLEMOMBLE,Île-de-France,93250,France,PeppinGiroux@dayrep.com,01.07.67.75.04,5311775040219214,5/2023,533,"1710672369499 29"
23010,male,French,Onfroi,S,"92 Avenue des Tuileries",GUÉRET,Limousin,23000,France,OnfroiRenaud@rhyta.com,05.99.47.53.58,5575728077769487,6/2025,848,"1671286944785 61"
23011,male,French,René,M,"96 Rue Frédéric Chopin",VERTOU,"Pays de la Loire",44120,France,ReneLeBatelier@rhyta.com,02.44.32.82.07,4929573983253143,11/2025,463,"1750486928056 71"
23012,male,French,Tristan,D,"80 rue de Lille",AUBAGNE,"Provence-Alpes-Côte d'Azur",13400,France,TristanPirouet@rhyta.com,04.29.21.34.82,5573640393485510,4/2025,884,"1751131265741 18"
23013,male,French,Hamilton,I,"45 cours Jean Jaures",BOULOGNE-BILLANCOURT,Île-de-France,92100,France,HamiltonLalonde@einrot.com,01.32.97.57.05,5390520074020763,11/2027,032,"1730645740808 85"
23014,male,French,Pinabel,P,"66 Avenue Millies Lacroix",ÉCHIROLLES,Rhône-Alpes,38130,France,PinabelLacombe@dayrep.com,04.14.76.47.06,4916940780065308,2/2026,151,"1790809817333 27"
23015,female,French,Arienne,Z,"66 boulevard Bryas",CROIX,Nord-Pas-de-Calais,59170,France,ArienneAlexandre@dayrep.com,03.97.12.59.65,4485285382450735,8/2027,822,"2860635336298 76"
23016,female,French,Laurene,O,"74 rue Nationale",PARIS,Île-de-France,75005,France,LaurenePaimboeuf@einrot.com,01.07.43.32.90,5583526169498670,3/2023,630,"2791124059595 79"
23017,female,French,Jeannine,A,"18 rue des Coudriers",MURET,Midi-Pyrénées,31600,France,JeannineRouthier@rhyta.com,05.23.17.16.02,4716203214049493,1/2025,081,"2481286533832 33"
23018,female,French,Gemma,F,"49 rue Banaudon",LYON,Rhône-Alpes,69008,France,GemmaRancourt@teleworm.us,04.60.99.05.26,5509038897247602,8/2027,734,"2630162883637 38"
23019,female,French,Laurence,L,"10 Rue Bonnet",VITROLLES,"Provence-Alpes-Côte d'Azur",13127,France,LaurenceSavoie@einrot.com,04.89.18.33.01,4916323961974863,1/2026,792,"2940497275213 87"
23020,female,French,Alita,I,"61 rue Marie de Médicis",BÉZIERS,Languedoc-Roussillon,34500,France,AlitaMoreau@superrito.com,04.75.81.05.29,4539984152430150,7/2025,970,"2900900284952 33"
23021,female,French,Coralie,T,"18 rue La Boétie",PARIS,Île-de-France,75014,France,CoralieMousseau@cuvox.de,01.91.18.96.18,5550364678570105,2/2026,609,"2380533106271 81"
23022,male,French,Kerman,C,"37 Rue du Palais",ÉPINAY-SUR-SEINE,Île-de-France,93800,France,KermanQuinn@cuvox.de,01.64.05.35.10,5400471582172225,4/2023,823,"1030994165780 21"
23023,male,French,Ferragus,A,"73 boulevard d'Alsace",VANVES,Île-de-France,92170,France,FerragusRoux@einrot.com,01.08.00.67.87,5577614180878258,4/2026,435,"1800819538759 86"
23024,female,French,Trinette,E,"78 rue des Soeurs",JUAN-LES-PINS,"Provence-Alpes-Côte d'Azur",06160,France,TrinetteCartier@teleworm.us,04.83.95.66.02,5482065340873859,10/2026,683,"2790830854410 66"
23025,female,French,Durandana,S,"54 rue Descartes",STRASBOURG,Alsace,67200,France,DurandanaLariviere@gustr.com,03.26.24.95.22,4485967703684338,11/2026,366,"2510521317302 03"
23026,female,French,Laurene,A,"14 rue du Gue Jacquet",CHÂTEAUROUX,Centre,36000,France,LaurenePelland@einrot.com,02.37.97.33.26,4539237253001739,5/2023,572,"2690937708770 38"
23027,male,French,Sargent,O,"91 rue de la Boétie",POISSY,Île-de-France,78300,France,SargentRivard@einrot.com,01.84.23.32.45,5452370702682484,11/2026,289,"1720752147672 39"
23028,female,French,Jeanne,M,"13 rue Bonneterie",MONTAUBAN,Midi-Pyrénées,82000,France,JeanneSimon@rhyta.com,05.88.19.06.70,4485525667544920,2/2025,951,"2681067848629 84"
23029,male,French,Emmanuel,C,"75 rue Pierre De Coubertin",TOULOUSE,Midi-Pyrénées,31400,France,EmmanuelDuLin@rhyta.com,05.56.64.27.30,5398355281461894,8/2025,894,"1971170321847 78"
23030,male,French,Merle,M,"33 Place de la Gare",COLMAR,Alsace,68000,France,MerleDeGrasse@fleckens.hu,03.51.05.37.84,4716721808639395,6/2026,824,"1580976780682 24"
23031,male,French,Harcourt,Y,"55 rue Bonneterie",MONS-EN-BAROEUL,Nord-Pas-de-Calais,59370,France,HarcourtLamontagne@cuvox.de,03.82.05.36.17,4532412238127308,5/2025,986,"1851230917821 10"
23032,female,French,Villette,V,"51 rue Sadi Carnot",AUCH,Midi-Pyrénées,32000,France,VilletteLeroux@rhyta.com,05.62.61.04.50,5200166192270037,1/2025,540,"2960281585733 75"
23033,female,French,Marcelle,D,"22 rue Lenotre",RENNES,Bretagne,35200,France,MarcelleRossignol@cuvox.de,02.91.11.17.95,4532329188716726,9/2025,950,"2670411160717 82"
23034,female,French,Hedvige,J,"97 cours Franklin Roosevelt",MARSEILLE,"Provence-Alpes-Côte d'Azur",13009,France,HedvigeTardif@einrot.com,04.67.90.36.45,5228959872826500,1/2027,225,"2521200916101 33"
23035,male,French,Noël,M,"2 Rue de Strasbourg",CLICHY-SOUS-BOIS,Île-de-France,93390,France,NoelMichaud@superrito.com,01.30.90.74.02,5165869437744855,4/2027,764,"1490857121060 14"
23036,male,French,Claude,O,"70 rue de l'Epeule",RUEIL-MALMAISON,Île-de-France,92500,France,ClaudeBrault@teleworm.us,01.05.91.29.17,4485486995519672,2/2023,818,"1551202437586 90"
23037,female,French,Ambra,H,"60 rue Banaudon",LYON,Rhône-Alpes,69007,France,AmbraCorbin@einrot.com,04.21.13.18.09,5265409784158349,4/2023,331,"2820586339255 93"
23038,male,French,Quennel,N,"48 rue Descartes",STRASBOURG,Alsace,67000,France,QuennelSaurel@armyspy.com,03.80.92.20.73,5235159432237097,12/2027,902,"1520802213289 12"
23039,female,French,Nicole,G,"66 rue Cazade",DREUX,Centre,28100,France,NicoleRoux@fleckens.hu,02.73.65.18.86,5490504470713774,10/2025,878,"2501064485374 67"
